TxHash,BlockNumber,UnixTimestamp,FromAddress,ToAddress,ContractAddress,Type,Value,Fee,Status,ErrCode,CurrentPrice,TxDateOpeningPrice,TxDateClosingPrice
0xf625292dfba6f70d55779f4257948c7545b317e8d77ecaf5e6d9fbdeca87e66c,12323213,2021-03-09 04:00:48.000000Z,0x1ef54F1aE2431d3bbc74D50C070b8E617586c0b3,0x617625F7e2B738230eC5dA3c2669aCaE466D7706,,IN,17741390000000000,420000000000000,ok,,12.04,11.74,11.64
